timestamp,best_bid,best_ask,bid_volume,ask_volume,mid_price,spread
1727711739185,63567.4,63567.5,12.527,7.41,63567.45,0.09999999999854481
1727711740246,63597.5,63598.5,9.733,3.1759999999999997,63598.0,1.0
1727711741313,63598.4,63598.5,23.272000000000002,3.759,63598.45,0.09999999999854481
1727711742375,63602.0,63602.1,10.385,7.039,63602.05,0.09999999999854481
1727711743435,63598.3,63598.4,5.166,18.534,63598.350000000006,0.09999999999854481
1727711744497,63597.4,63597.5,6.119,17.479,63597.45,0.09999999999854481
1727711745558,63599.9,63600.0,13.99,1.0050000000000001,63599.95,0.09999999999854481
1727711746619,63599.9,63600.0,9.394,8.369,63599.95,0.09999999999854481
1727711747680,63599.9,63600.0,2.259,13.311,63599.95,0.09999999999854481
1727711748740,63593.9,63594.0,2.186,30.883000000000003,63593.95,0.09999999999854481
1727711749981,63593.9,63594.0,5.247,20.888,63593.95,0.09999999999854481
1727711751044,63593.9,63594.0,2.794,19.774,63593.95,0.09999999999854481
1727711752105,63596.7,63596.8,27.247999999999998,1.795,63596.75,0.10000000000582077
1727711753166,63595.4,63595.5,6.149,28.555,63595.45,0.09999999999854481
1727711754612,63593.7,63593.8,2.103,32.821,63593.75,0.10000000000582077
1727711755673,63590.4,63590.5,7.014,17.274,63590.45,0.09999999999854481
1727711756734,63590.4,63590.5,8.231,15.645,63590.45,0.09999999999854481
1727711757795,63594.9,63595.0,22.810000000000002,1.308,63594.95,0.09999999999854481
1727711758856,63596.7,63596.8,14.610999999999999,9.777,63596.75,0.10000000000582077
1727711759918,63596.7,63596.8,5.469,12.318,63596.75,0.10000000000582077
1727711760979,63596.7,63596.8,7.956,11.497,63596.75,0.10000000000582077
1727711762041,63596.7,63596.8,12.546,3.068,63596.75,0.10000000000582077
1727711763102,63596.7,63596.8,11.328999999999999,8.145999999999999,63596.75,0.10000000000582077
1727711764563,63596.7,63596.8,4.237,9.607,63596.75,0.10000000000582077
1727711765703,63593.0,63593.1,6.304,27.724999999999998,63593.05,0.09999999999854481
1727711766844,63589.5,63589.6,2.808,31.093999999999998,63589.55,0.09999999999854481
1727711767905,63561.6,63561.7,4.7,17.194,63561.649999999994,0.09999999999854481
1727711768966,63565.4,63565.5,15.863,9.689,63565.45,0.09999999999854481
1727711770026,63572.3,63572.4,19.423,9.99,63572.350000000006,0.09999999999854481
1727711771087,63566.0,63566.1,0.982,26.761999999999997,63566.05,0.09999999999854481
1727711772333,63566.0,63566.1,5.438,23.253,63566.05,0.09999999999854481
1727711773395,63566.0,63566.1,5.211,16.468,63566.05,0.09999999999854481
1727711774456,63561.5,63561.6,6.372,12.699,63561.55,0.09999999999854481
1727711775596,63554.3,63554.4,1.426,28.214,63554.350000000006,0.09999999999854481
1727711777043,63546.9,63547.0,5.165,11.008,63546.95,0.09999999999854481
1727711778104,63568.0,63568.1,5.686,24.358,63568.05,0.09999999999854481
1727711779165,63568.0,63568.1,1.426,27.34,63568.05,0.09999999999854481
1727711780225,63568.0,63568.1,4.09,19.848,63568.05,0.09999999999854481
1727711781287,63568.0,63568.1,3.887,18.939,63568.05,0.09999999999854481
1727711782348,63564.0,63564.1,9.919,25.027,63564.05,0.09999999999854481
1727711783409,63564.0,63564.1,9.778,18.948,63564.05,0.09999999999854481
1727711784470,63568.0,63568.1,19.393,1.071,63568.05,0.09999999999854481
1727711785531,63572.7,63572.8,15.871,1.51,63572.75,0.10000000000582077
1727711786672,63572.7,63572.8,14.007000000000001,4.563000000000001,63572.75,0.10000000000582077
1727711787733,63572.7,63572.8,12.288,6.971,63572.75,0.10000000000582077
1727711788793,63572.7,63572.8,10.432,7.112,63572.75,0.10000000000582077
1727711789855,63564.1,63564.2,1.7710000000000001,7.374,63564.149999999994,0.09999999999854481
1727711790915,63564.1,63564.2,8.123,7.907,63564.149999999994,0.09999999999854481
1727711791977,63564.1,63564.2,12.658999999999999,1.6909999999999998,63564.149999999994,0.09999999999854481
1727711793038,63574.6,63574.7,13.099,9.08,63574.649999999994,0.09999999999854481
1727711794099,63578.9,63579.0,5.405,11.242,63578.95,0.09999999999854481
1727711795160,63575.5,63575.6,11.671,16.893,63575.55,0.09999999999854481
1727711796221,63580.7,63580.8,17.87,7.7509999999999994,63580.75,0.10000000000582077
1727711797281,63580.7,63580.8,10.872,9.768,63580.75,0.10000000000582077
1727711798342,63575.6,63575.7,3.719,50.278,63575.649999999994,0.09999999999854481
1727711799484,63603.5,63603.6,16.245,4.765,63603.55,0.09999999999854481
1727711800544,63588.0,63588.1,5.546,14.939,63588.05,0.09999999999854481
1727711801975,63588.0,63588.1,4.564,12.834999999999999,63588.05,0.09999999999854481
1727711803036,63584.9,63585.0,3.8989999999999996,27.872,63584.95,0.09999999999854481
1727711804098,63584.9,63585.0,7.175,15.288,63584.95,0.09999999999854481
1727711805159,63584.9,63585.0,7.551,18.512,63584.95,0.09999999999854481
1727711806220,63575.0,63575.1,7.671,8.317,63575.05,0.09999999999854481
1727711807281,63575.0,63575.1,7.367,6.26,63575.05,0.09999999999854481
1727711808342,63575.0,63575.1,8.158,2.477,63575.05,0.09999999999854481
1727711809403,63578.1,63578.2,18.343,8.584999999999999,63578.149999999994,0.09999999999854481
1727711810464,63584.9,63585.0,21.666,9.417,63584.95,0.09999999999854481
1727711811524,63584.9,63585.0,21.838,8.248,63584.95,0.09999999999854481
1727711812768,63583.0,63583.1,9.459999999999999,19.022000000000002,63583.05,0.09999999999854481
1727711813829,63583.0,63583.1,6.821,15.383000000000001,63583.05,0.09999999999854481
1727711814895,63583.0,63583.1,6.733,13.91,63583.05,0.09999999999854481
1727711815956,63583.0,63583.1,6.167,13.290000000000001,63583.05,0.09999999999854481
1727711817017,63593.0,63593.1,17.839,2.104,63593.05,0.09999999999854481
1727711818077,63603.5,63603.6,6.8740000000000006,16.158,63603.55,0.09999999999854481
1727711819215,63601.0,63601.1,2.515,30.615,63601.05,0.09999999999854481
1727711820662,63601.0,63601.1,1.379,29.276,63601.05,0.09999999999854481
1727711821723,63596.0,63596.1,4.12,20.476,63596.05,0.09999999999854481
1727711822784,63596.0,63596.1,6.46,16.44,63596.05,0.09999999999854481
1727711823846,63593.4,63593.5,14.733,4.505,63593.45,0.09999999999854481
1727711824910,63593.4,63593.5,9.986,6.157,63593.45,0.09999999999854481
1727711825971,63597.4,63597.5,16.814,16.699,63597.45,0.09999999999854481
1727711827111,63597.4,63597.5,20.842,1.509,63597.45,0.09999999999854481
1727711828172,63597.4,63597.5,8.979,19.602,63597.45,0.09999999999854481
1727711829233,63593.0,63593.1,1.574,85.812,63593.05,0.09999999999854481
1727711830675,63590.0,63590.1,5.09,30.293,63590.05,0.09999999999854481
1727711831736,63583.0,63583.1,3.495,22.757,63583.05,0.09999999999854481
1727711833206,63566.1,63566.2,0.774,26.303,63566.149999999994,0.09999999999854481
1727711834268,63566.1,63566.2,13.121,10.542,63566.149999999994,0.09999999999854481
1727711835329,63566.1,63566.2,16.086000000000002,1.6260000000000001,63566.149999999994,0.09999999999854481
1727711836390,63573.1,63573.2,4.665,44.859,63573.149999999994,0.09999999999854481
1727711837451,63566.1,63566.2,11.799,13.494,63566.149999999994,0.09999999999854481
1727711838595,63567.9,63568.0,18.285999999999998,0.46,63567.95,0.09999999999854481
1727711839656,63578.1,63578.2,11.956,7.976,63578.149999999994,0.09999999999854481
1727711840716,63578.1,63578.2,8.629,8.241999999999999,63578.149999999994,0.09999999999854481
1727711841779,63578.1,63578.2,7.925,9.209,63578.149999999994,0.09999999999854481
1727711842840,63572.0,63572.1,9.083,21.299,63572.05,0.09999999999854481
1727711843980,63576.1,63576.2,16.533,3.363,63576.149999999994,0.09999999999854481
1727711845426,63579.8,63579.9,22.19,5.7059999999999995,63579.850000000006,0.09999999999854481
1727711846487,63583.5,63583.6,21.244,7.002000000000001,63583.55,0.09999999999854481
1727711847548,63592.1,63592.2,26.395,0.518,63592.149999999994,0.09999999999854481
1727711848609,63596.9,63597.0,12.613000000000001,4.133,63596.95,0.09999999999854481
1727711849747,63596.9,63597.0,6.390000000000001,9.93,63596.95,0.09999999999854481
1727711850808,63596.9,63597.0,7.415,10.38,63596.95,0.09999999999854481
1727711851869,63596.9,63597.0,4.604,38.062,63596.95,0.09999999999854481
1727711854195,63580.6,63580.7,7.815,25.969,63580.649999999994,0.09999999999854481
1727711855256,63572.1,63572.2,12.354,9.645999999999999,63572.149999999994,0.09999999999854481
1727711856317,63572.1,63572.2,4.592,13.77,63572.149999999994,0.09999999999854481
1727711857379,63566.5,63566.6,4.422,26.848,63566.55,0.09999999999854481
1727711858439,63566.5,63566.6,2.114,8.168,63566.55,0.09999999999854481
1727711859500,63562.7,63562.8,11.308,3.027,63562.75,0.10000000000582077
1727711860561,63563.7,63563.8,26.930999999999997,1.045,63563.75,0.10000000000582077
1727711861623,63567.8,63567.9,8.044,19.678,63567.850000000006,0.09999999999854481
1727711862684,63567.8,63567.9,9.721,19.69,63567.850000000006,0.09999999999854481
1727711863745,63562.8,63562.9,6.799,25.199,63562.850000000006,0.09999999999854481
1727711864883,63562.7,63562.8,10.25,11.568,63562.75,0.10000000000582077
1727711865948,63562.7,63562.8,3.6199999999999997,12.122,63562.75,0.10000000000582077
1727711867009,63555.0,63555.1,1.305,30.746000000000002,63555.05,0.09999999999854481
1727711868070,63543.2,63543.3,8.77,23.278000000000002,63543.25,0.10000000000582077
1727711869131,63538.1,63538.2,14.365,4.527,63538.149999999994,0.09999999999854481
1727711870193,63538.1,63538.2,12.098,6.486,63538.149999999994,0.09999999999854481
1727711871254,63538.1,63538.2,11.223,5.819999999999999,63538.149999999994,0.09999999999854481
1727711872314,63538.1,63538.2,5.856,8.772,63538.149999999994,0.09999999999854481
1727711873376,63538.1,63538.2,9.789,9.185,63538.149999999994,0.09999999999854481
1727711874436,63530.1,63530.2,8.117,18.104,63530.149999999994,0.09999999999854481
1727711875497,63525.0,63525.1,6.824,24.621,63525.05,0.09999999999854481
1727711876559,63525.0,63525.1,9.678,23.246,63525.05,0.09999999999854481
1727711877699,63525.0,63525.1,15.049999999999999,5.812,63525.05,0.09999999999854481
1727711879158,63531.3,63531.4,9.767,13.038,63531.350000000006,0.09999999999854481
1727711880299,63531.3,63531.4,13.346,7.337,63531.350000000006,0.09999999999854481
1727711881360,63534.9,63535.0,25.381999999999998,8.424,63534.95,0.09999999999854481
1727711882421,63534.9,63535.0,9.383000000000001,7.593,63534.95,0.09999999999854481
1727711883482,63534.9,63535.0,11.209,5.084,63534.95,0.09999999999854481
1727711884542,63551.3,63551.4,3.997,8.636,63551.350000000006,0.09999999999854481
1727711885603,63546.3,63546.4,19.657999999999998,7.864,63546.350000000006,0.09999999999854481
1727711886664,63548.8,63548.9,11.152,10.280999999999999,63548.850000000006,0.09999999999854481
1727711887803,63548.8,63548.9,5.75,10.345,63548.850000000006,0.09999999999854481
1727711888864,63545.1,63545.2,9.936,20.242,63545.149999999994,0.09999999999854481
1727711889925,63545.1,63545.2,4.475,20.187,63545.149999999994,0.09999999999854481
1727711890986,63542.4,63542.5,10.732999999999999,11.488,63542.45,0.09999999999854481
1727711892047,63542.3,63542.4,12.413,20.837,63542.350000000006,0.09999999999854481
1727711893108,63540.1,63540.2,8.798,20.712,63540.149999999994,0.09999999999854481
1727711894173,63535.4,63535.5,7.8420000000000005,23.994,63535.45,0.09999999999854481
1727711895233,63537.4,63537.5,98.437,1.7910000000000001,63537.45,0.09999999999854481
1727711896294,63535.1,63535.2,9.248,16.053,63535.149999999994,0.09999999999854481
1727711897354,63535.1,63535.2,10.885,5.336,63535.149999999994,0.09999999999854481
1727711898415,63535.1,63535.2,10.399,10.399,63535.149999999994,0.09999999999854481
1727711899559,63531.3,63531.4,12.442,24.444000000000003,63531.350000000006,0.09999999999854481
1727711900619,63531.3,63531.4,15.482,19.85,63531.350000000006,0.09999999999854481
1727711901681,63536.1,63536.2,32.881,6.834,63536.149999999994,0.09999999999854481
1727711902742,63539.1,63539.2,33.952999999999996,1.595,63539.149999999994,0.09999999999854481
1727711903803,63539.1,63539.2,3.69,19.351,63539.149999999994,0.09999999999854481
